,Odběratel,ID,IČO,Datum uzavření smlouvy,Cena_bez_dph,Cena_s_dph,Předmět smlouvy,zboží,ID verze,Dodavatel
280,Sociální služby Česká Třebová,20826209,70933341,20.10.2022,"67 068,59 CZK","81 153,00 CZK",Ložní povlečení,"[{'název': 'Krepové ložní povlečení 1+1 (tečky latte)', 'množství': 50, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Podložka SONOMA 85x90 bez záhybů', 'množství': 65, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Podložka na křesla Sonoma 43x61', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Ochranné polstrování postranic', 'množství': 2, 'cena bez DPH': None, 'cena s DPH': None}]",22358229,Apos Brno
281,"Domovy sociálních služeb Litvínov, příspěvková organizace",20758505,49872541,01.11.2022,"62 695,20 CZK","75 861,19 CZK","Kupní smlouva - obálková prostěradla, ochrana oděvu a matrace","[{'název': 'bílého a bytového textilu', 'množství': None, 'cena bez DPH': 62695.2, 'cena s DPH': 75861.2}]",22287305,Apos Brno
282,"Domov seniorů Břeclav, příspěvková organizace",20725093,48452734,07.11.2022,"176 640,00 CZK",,"Prostěradla, chrániče oděvů, overaly","[{'název': 'chránič oděvů malý 45x60 vzor 1 bez kapsy', 'množství': 30, 'cena bez DPH': 321, 'cena s DPH': None}, {'název': 'zásilkové výdaje - zdarma', 'množství': 1, 'cena bez DPH': 0, 'cena s DPH': 0}]",22252369,Apos Brno
283,Domov U Biřičky,20713165,579033,03.11.2022,"99 690,00 CZK",,Nákup ložního povlečení a osušek,"[{'název': 'SMART elastické napínací prostěradlo 2.NP - krémová', 'množství': 30, 'cena bez DPH': 386.3636, 'cena s DPH': None}, {'název': 'SMART elastické napínací prostěradlo 3.NP - zelená', 'množství': 60, 'cena bez DPH': 386.3499, 'cena s DPH': None}, {'název': 'SMART elastické napínací prostěradlo 4.NP - modrá', 'množství': 50, 'cena bez DPH': 386.3471, 'cena s DPH': None}, {'název': 'SMART elastické napinací prostěradlo - 5.NP -žlutá', 'množství': 34, 'cena bez DPH': 386.3636, 'cena s DPH': None}, {'název': 'Povlak na polštář 70x90 om krep 4.NP - Patrik béžový', 'množství': 50, 'cena bez DPH': 139.3719, 'cena s DPH': None}, {'název': 'Osuška 100x140 - bílá', 'množství': 60, 'cena bez DPH': 399.5073, 'cena s DPH': None}, {'název': 'Přepravní náklady - balíky', 'množství': 13, 'cena bez DPH': 117.3554, 'cena s DPH': None}]",22239977,Apos Brno
284,Domov se zvláštním režimem Krásná Lípa,20689317,70872741,02.11.2022,"81 744,63 CZK","98 911,00 CZK","Objednávka (smlouva) ""Povlak na polštář 10x, přikrývka 70x, polštář 70x, deka 25x, Čelakovského 40/13, Krásná Lípa, 407 46"".","[{'název': 'povlak na polštář', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'přikrývka', 'množství': 70, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'polštář', 'množství': 70, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'deka', 'množství': 25, 'cena bez DPH': None, 'cena s DPH': None}]",22215145,Apos Brno
285,"Domov Božice, příspěvková organizace",20657205,45671877,25.10.2022,"199 509,17 CZK","241 406,10 CZK",Smlouva o dodávce vybavení pro klienty,"[{'název': 'Fixační body krátký rukáv zip v rozkroku - bílá barva - velikost M', 'množství': 20, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Fixační body krátký rukáv zip v rozkroku - bílá barva - velikost L', 'množství': 20, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Fixační body krátký rukáv zip v rozkroku - bílá barva - velikost XXL', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Polohovací podložka s absorční vrstvou', 'množství': 100, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Pacientská košile pánská velikost M/L', 'množství': 6, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Pacientská košile pánská velikost XL/XXL', 'množství': 14, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Pacientská košile dámská velikost S/M', 'množství': 4, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Pacientská košile dámská velikost L/XL', 'množství': 16, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Mikroflanelová deka - čokoládová barva', 'množství': 25, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Kluzný rukáv pro příčné polohování', 'množství': 30, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Malá transportní skluzná deska - ve tvaru banán', 'množství': 8, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Napínací prostěradlo', 'množství': 30, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Polohovací podložka', 'množství': 30, 'cena bez DPH': None, 'cena s DPH': None}]",22180889,Apos Brno
286,Domov se zvláštním režimem Krásná Lípa,20636101,70872741,25.10.2022,"82 004,96 CZK","99 226,00 CZK","Objednávka (smlouva) ""Elastická prostěradla obálková v počtu 135 kusů, omyvatelný podpůrný polštář v počtu 10 kusů, Čelakovského 40/13, Krásná Lípa, 407 46"".","[{'název': 'elastická prostěradla obálková', 'množství': 135, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'omyvatelný podpůrný polštář', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}]",22158425,Apos Brno
287,Městská nemocnice následné péče,20578169,45245843,24.10.2022,"99 985,10 CZK","120 982,00 CZK",objednávka na polštáře a přikrývky Standard,"[{'název': 'polštáře', 'množství': 105, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'přikrývky', 'množství': 105, 'cena bez DPH': None, 'cena s DPH': None}]",22097649,Apos Brno
288,"Domov seniorů Břeclav, příspěvková organizace",20579929,48452734,20.10.2022,"51 900,00 CZK",,podložky Sonoma,"[{'název': 'Podložka SONOMA 85x90 bez záhybů', 'množství': 100, 'cena bez DPH': 519.0, 'cena s DPH': None}]",22099441,Apos Brno
289,Domov pro seniory Nová slunečnice,20557985,71294287,12.10.2022,"52 387,60 CZK",,Objednávka - inkontinenční podložky,"[{'název': 'Inkontinenční pratelné podložky 85x90cm bez záhybu', 'množství': 100, 'cena bez DPH': '519,00 Kč', 'cena s DPH': None}, {'název': 'Doprava', 'množství': 1, 'cena bez DPH': '487,60 Kč', 'cena s DPH': None}]",22076461,Apos Brno
290,Domov důchodců Náchod,20522645,71193987,18.10.2022,"127 520,00 CZK","154 300,00 CZK",Dodání 200ks bavlněného povlečení a 150 ks podložek do lůžka,"[{'název': 'Podložka EMERIS se záložkami', 'množství': 150, 'cena bez DPH': 285.6, 'cena s DPH': None}]",22039273,Apos Brno
291,"Krajská zdravotní, a.s.",20513769,25488627,17.10.2022,,"110 384,00 CZK",5600063404 - APOS BRNO,"[{'název': 'Fixační pás na lůžko - břišní, vel. L', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Fixační set na lůžko - fixace kotníků', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Fixační set na lůžko - fixace rukou', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Prodlužovací pás VTL 56/E', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Magnetický zámek Biocare BCF 4400', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",22030029,Apos Brno
292,"Domov Pod Lipami Smečno, poskytovatel sociálních služeb",20499569,71234454,17.10.2022,"72 818,22 CZK","88 110,00 CZK",Dodávka a montáž komponentů bezdrátového signaliz.systému do týd.stac.DPL Smečno,"[{'název': 'dodávka a montáž komponentů bezdrátového signalizačního systému', 'množství': None, 'cena bez DPH': '72818.22 Kč', 'cena s dph': '88110.00 Kč'}]",22015133,Apos Brno
293,"Dům seniorů Kdyně, příspěvková organizace",20449525,75007746,11.10.2022,,"50 321,00 CZK",Prostěradla,"[{'název': 'Prostěradla APOS obálkového střihu', 'množství': 100, 'cena bez DPH': None, 'cena s DPH': 321.0}]",21962393,Apos Brno
294,"Podkrušnohorské domovy sociálních služeb Dubí - Teplice, příspěvková organizace",20449705,63787849,12.10.2022,"116 907,38 CZK","141 458,00 CZK",Objednávka - pratelné podložky EMERIS,"[{'název': 'pratelné podložky EMERIS se záhyby', 'množství': 500, 'cena bez DPH': 116907.38, 'cena s dph': 141458}]",21962585,Apos Brno
295,"Domov pro seniory Radkova Lhota, příspěvková organizace",20418269,61985881,06.10.2022,"147 158,74 CZK","178 062,00 CZK","Objednávka na evakuační podložky Transtex se dvěma popruhy, 128 ks","[{'název': 'Evakuační podložka Transtex se dvěma popruhy', 'množství': 128, 'cena bez DPH': '147158.74 Kč', 'cena s DPH': '178062 Kč'}]",21929885,Apos Brno
296,SOCIÁLNÍ SLUŽBY LANŠKROUN,20417421,75081849,19.09.2022,,"61 436,00 CZK",Objednávka - krepové povlečení,"[{'název': 'ložní povlečení', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",21928977,Apos Brno
297,"Domov pro seniory Lukov, příspěvková organizace",20406281,70850941,07.10.2022,,"155 000,00 CZK",Kupní smlouva Apos Brno,"[{'název': None, 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",21917393,Apos Brno
298,"Domov pro seniory Lukov, příspěvková organizace",20404285,70850941,07.10.2022,,"67 725,00 CZK",Objednávka Apos,"[{'název': 'Plátěná podložka do lůžka 150/170 170g', 'množství': 200, 'cena bez DPH': None, 'cena s dph': 220.5}, {'název': 'Body bílé se zipem na zádech vel. L', 'množství': 11, 'cena bez DPH': None, 'cena s dph': 919.6}, {'název': 'Body bílé se zipem na zádech vel. XL', 'množství': 13, 'cena bez DPH': None, 'cena s dph': 919.6}]",21915321,Apos Brno
299,"Domov pro seniory Lukov, příspěvková organizace",20404625,70850941,07.10.2022,,"86 575,50 CZK",Objednávka prostěradel a pytlů,"[{'název': 'Elastické prostěradlo obálka - zelená', 'množství': 50, 'cena bez DPH': None, 'cena s DPH': 497.3}, {'název': 'Elastické prostěradlo obálka - žlutá', 'množství': 50, 'cena bez DPH': None, 'cena s DPH': 497.3}, {'název': 'Elastické prostěradlo obálka - červená', 'množství': 30, 'cena bez DPH': None, 'cena s DPH': 497.3}, {'název': 'polyster pytel se šňůrkou a pojistkou - zelená', 'množství': 20, 'cena bez DPH': None, 'cena s DPH': 365.4}, {'název': 'polyster pytel se šňůrkou a pojistkou - žlutá', 'množství': 20, 'cena bez DPH': None, 'cena s DPH': 365.4}, {'název': 'polyster pytel se šňůrkou a pojistkou - červená', 'množství': 20, 'cena bez DPH': None, 'cena s DPH': 365.4}]",21915661,Apos Brno
300,Městská nemocnice následné péče,20291457,45245843,26.09.2022,"70 925,54 CZK","85 820,00 CZK",objednávka na evakuační podložky,"[{'název': 'evakuační podložky SKI SHEET 3 N', 'množství': 38, 'cena bez DPH': 70925.54, 'cena s DPH': 85820}]",21797325,Apos Brno
301,MĚSTO BROUMOV,20171925,272523,14.09.2022,"120 071,09 CZK","145 285,91 CZK",Objednávka dodávka zařízení - pagery + příslušenství,"[{'název': 'máslo', 'množství': 2, 'cena bez DPH': 25, 'cena s DPH': 30.5}, {'název': 'mléko', 'množství': 1, 'cena bez DPH': 15, 'cena s DPH': 18.3}]",21671041,Apos Brno
302,Domovy Na Třešňovce,20146253,71193952,09.09.2022,"67 165,29 CZK",,Nákup podložek do lůžka,"[{'název': 'podložky CHAMONIX 85x90 se záhyby', 'množství': 100, 'cena bez DPH': 812.7, 'cena s DPH': 984.0}]",21643693,Apos Brno
303,"Albertinum, odborný léčebný ústav, Žamberk",20037007,196096,31.08.2022,"56 824,08 CZK","68 757,14 CZK",Pořízení evakuačních podložek pro transport pacientů na lůžku,"[{'název': 'evakuační podložka Transteex se dvěma popruhy', 'množství': 1, 'cena bez DPH': 56824.08, 'cena s DPH': 68757.14}]",21528459,Apos Brno
304,"Domov Březnice, poskytovatel sociálních služeb",19840931,61903302,20.07.2022,"141 291,70 CZK","170 963,00 CZK",Signalizace klient-sestra,"[{'název': 'Signalizace klient - sestra', 'množství': None, 'cena bez DPH': 141291.7, 'cena s DPH': 170963.0}]",21499943,Apos Brno
305,Sociální služby města Pardubic,19978915,75090970,24.08.2022,"63 042,18 CZK",,Objednávka - elastické prostěradlo obálkového střihu,"[{'název': 'elastické prostěradlo obálkového střihu - modré', 'množství': 160, 'cena bez DPH': '390,45 Kč', 'cena s DPH': None}]",21468107,Apos Brno
306,"Domov pro seniory Radkova Lhota, příspěvková organizace",19946131,61985881,24.08.2022,"72 673,00 CZK","72 673,00 CZK",Objednávka na froté osušky TOW/BATH/PEACH (6 ks v balení),"[{'název': 'Froté osušky TOW/BATH/PEACH', 'množství': 35, 'cena bez DPH': None, 'cena s DPH': '2.076,4 Kč /balení'}]",21433663,Apos Brno
307,"Sociální služby města Přerova, p.o.",19827243,49558854,10.08.2022,,"99 852,00 CZK",Objednávka Komfortní pratelné inkontinenční podložky na lůžko,"[{'název': 'SONOMA MIP 1101/A/SB', 'množství': 159, 'cena bez DPH': None, 'cena s dph': 99852}]",21307403,Apos Brno
308,"Domov F. A. Skuherského, z. ú.",19518691,9618724,08.07.2022,,"111 277,00 CZK",Objednávka-dodávka textilií,"[{'název': 'Bryndák textilní pro dospělé', 'množství': 80, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Inkontinenční podložka', 'množství': 60, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Ručníky', 'množství': 50, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Ručník na obličej', 'množství': 100, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Podložka na židli (křeslo) nepropustná', 'množství': 70, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Žínka froté', 'množství': 100, 'cena bez DPH': None, 'cena s DPH': None}]",20980487,Apos Brno
309,"Domov F. A. Skuherského, z. ú.",19518599,9618724,08.07.2022,,"54 848,00 CZK",Objednávka-dodávka lůžkovin,"[{'název': 'Set lůžkovin (polštář + přikrývka)', 'množství': 47, 'cena bez DPH': None, 'cena s DPH': 54848}]",20980351,Apos Brno
310,"Domov sociálních služeb Meziboří, příspěvková organizace",19467851,49872516,01.07.2022,,"72 832,00 CZK","koupě zboží ""ochranný plášť pro opakované použití""","[{'název': 'Ochranný plášť pro opakované použití', 'množství': 150, 'cena bez DPH': None, 'cena s DPH': 485.55}]",20925903,Apos Brno
311,"Domov Slunečnice Ostrava, příspěvková organizace",19421859,70631883,27.06.2022,"185 784,00 CZK",,Dodání monitoringu opuštění lůžka,"[{'název': 'EMF Safe Bed 40x58 set', 'množství': 12, 'cena bez DPH': '12 982,00 Kč/ks', 'cena s dph': None}, {'název': 'Úprava Codaco', 'množství': 12, 'cena bez DPH': '2.500,00 Kč/ks', 'cena s dph': None}]",20876747,Apos Brno
312,Domov sociálních služeb Chotělice,19389643,579025,22.06.2022,,"76 785,00 CZK",Předmětem smlouvy je dodávka a montáž signalizačního systému Po v bytovce,"[{'název': 'Dodávka a montáž bezdrátového signalizačního systému PO', 'množství': None, 'cena bez DPH': None, 'cena s dph': '76785.00'}]",20842951,Apos Brno
313,"Nemocnice Jablonec nad Nisou, p.o.",19233067,829838,10.06.2022,"184 800,00 CZK",,Objednávka OOPP.,"[{'název': 'Zásilkové výdaje', 'množství': 1, 'cena bez DPH': 840.0, 'cena s DPH': None}]",20662647,Apos Brno
314,"Domov Korýtko, příspěvková organizace",18669719,70631867,21.04.2022,,"124 295,00 CZK",Objednávka konfigurace systému pacient/sestra,"[{'název': 'kompletace systému pacient/sestra včetně dodaní antén, pagerů, konzolí a zesilovačů signálu', 'množství': None, 'cena bez DPH': None, 'cena s dph': 124295}]",20066987,Apos Brno
315,"Domov Božice, příspěvková organizace",18445691,45671877,29.03.2022,"36 990,91 CZK","44 759,00 CZK",Kupní smlouva na nákup chráničů oděvů,"[{'název': 'Chrániče oděvů', 'množství': 100, 'cena bez DPH': 36990.91, 'cena s DPH': 44759.0}]",19831955,Apos Brno
316,"Domov Barbora Kutná Hora, poskytovatel sociálních služeb",18385087,48677752,23.03.2022,"53 122,26 CZK","64 278,00 CZK",Nákup elastických prostěradel obálkového typu,"[{'název': 'elastické prostěradlo obálkového typu', 'množství': 154, 'cena bez DPH': 345.2, 'cena s DPH': 417.69}]",19768411,Apos Brno
317,"Domov důchodců Velké Hamry, příspěvková organizace",18155995,71220003,10.12.2021,,"193 600,00 CZK",Objednávka podložek,"[{'název': 'Podložky CHAMONIX 85 x 90', 'množství': 250, 'cena bez DPH': None, 'cena s dph': None}]",19525479,Apos Brno
318,"Domov pro seniory a pečovatelská služba Mohelnice, příspěvková organizace",18089563,70885541,22.02.2022,"73 942,18 CZK","89 470,00 CZK",Objednávka - zažehlovací lis,"[{'název': 'Zažehlovací lis RS 100 Nr.', 'množství': None, 'cena bez DPH': 41000, 'cena s dph': 49610}, {'název': 'páska se štítky 2x41x17 bílá', 'množství': 2, 'cena bez DPH': 465100, 'cena s dph': 1125547}, {'název': 'páska do tiskárny Epson LO 630.', 'množství': 1, 'cena bez DPH': 119577, 'cena s dph': 144688}, {'název': 'sw pro potisk štítků APOS LabelPrint', 'množství': 1, 'cena bez DPH': 5330.25, 'cena s dph': 6449.6}, {'název': 'držák rolí Držákrolí DR 100', 'množství': 1, 'cena bez DPH': 1566, 'cena s dph': 1894.86}, {'název': 'tiskárna EPSON LO 630', 'množství': 1, 'cena bez DPH': 10986, 'cena s dph': 13293.06}, {'název': 'instalace a zaškolení', 'množství': 2, 'cena bez DPH': 890, 'cena s dph': 2153.8}, {'název': 'jízdné technika', 'množství': None, 'cena bez DPH': 1300, 'cena s dph': 3366.22}]",19454015,Apos Brno
319,Centrum sociálních služeb Jeseník,17907699,852163,03.01.2022,"70 000,00 CZK",,Celoroční odběr zboží dle vlastního výběru,"[{'název': 'Celoroční odběr zboží dle vlastního výběru', 'množství': None, 'cena bez DPH': '70000,00 CZK', 'cena s DPH': None}]",19262027,Apos Brno
320,"Domov důchodců Rokytnice nad Jizerou, příspěvková organizace",17797695,85782,22.12.2021,,"77 940,00 CZK",čističky vzduchu AeraMaXIII,"[{'název': 'čistička vzduchu AeraMax III stojanová verze', 'množství': 2, 'cena bez DPH': None, 'cena s dph': 38970}]",19144431,Apos Brno
321,Barevné domky Hajnice,17767443,194972,27.12.2021,,"65 000,00 CZK",Elastická prostěradla,"[{'název': 'Elastická prostěradla', 'množství': None, 'cena bez DPH': None, 'cena s dph': 65000}]",19112347,Apos Brno
322,Barevné domky Hajnice,17767775,194972,27.12.2021,,"102 000,00 CZK",Ochranné pláště,"[{'název': 'Ochranné pláště pro okakované použití', 'množství': 200, 'cena bez DPH': None, 'cena s dph': 102000}]",19112687,Apos Brno
323,Barevné domky Hajnice,17767735,194972,27.12.2021,,"75 000,00 CZK",Zdravotní potřeby,"[{'název': 'Zdravotní potřeby', 'množství': None, 'cena bez DPH': None, 'cena s DPH': 75000}]",19112647,Apos Brno
324,Sociální služby města Pardubic,17670863,75090970,23.12.2021,"89 860,33 CZK",,objednávka - 140 ks bavlněné povlečení - DpS U Kostelíčka,"[{'název': 'bavlněné povlečení Atlas grádl - barevné', 'množství': 140, 'cena bez DPH': 634, 'cena s dph': None}]",19009923,Apos Brno
325,"Domovy sociálních služeb Litvínov, příspěvková organizace",17652475,49872541,23.12.2021,"141 564,01 CZK","171 292,45 CZK",Kupní smlouva - systém značení prádla,"[{'název': 'nažehlovací technologie značení prádla', 'množství': 2, 'cena bez DPH': 141564.04, 'cena s DPH': 171292.49}]",18990895,Apos Brno
326,Sociální služby města Pardubic,17614723,75090970,29.12.2021,"89 875,19 CZK",,"objednávka - povlečení, prostěradla, pásky se štítky","[{'název': 'páska se štítky 2x41x17 blá', 'množství': 1, 'cena bez DPH': 4446.0, 'cena s DPH': 5379.66}, {'název': 'přepravní náklady', 'množství': 1, 'cena bez DPH': 721.27, 'cena s DPH': 880.0}]",18950659,Apos Brno
327,Domov pro seniory Elišky Purkyňové,17582191,70875316,31.12.2021,"304 100,00 CZK",,Dodávka zdravotnického materiálu,"[{'název': 'soubor zdravotnického spotřebního materiálu', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",18915315,Apos Brno
328,"Domov pro seniory Věstonická, příspěvková organizace",17553927,70887292,14.12.2021,"1 548 479,41 CZK","1 873 660,00 CZK",Kupní smlouva - dodávka a montáž bezdrátové signalizace,"[{'název': 'nástěnná signalizační jednotka s konzolí', 'množství': 20, 'cena bez DPH': 264600, 'cena s DPH': 64033.2}, {'název': 'nástěnná signal. jednotka/WC lanko/kroužek', 'množství': 80, 'cena bez DPH': 238880, 'cena s DPH': 289044.8}, {'název': 'vysílač na pagery', 'množství': 20, 'cena bez DPH': 200416.64, 'cena s DPH': 50413.44}, {'název': 'pager dvouřádkový', 'množství': 35, 'cena bez DPH': 169890, 'cena s DPH': 205566.9}, {'název': 'signalizační tlačítko přenosné náramkové/závěsné', 'množství': 50, 'cena bez DPH': 20475, 'cena s DPH': 24774.75}, {'název': 'Světelný panel s alfanumerickým', 'množství': 50, 'cena bez DPH': 83475, 'cena s DPH': 101004.75}, {'název': 'centrální řídící panel s dotykovou', 'množství': 50, 'cena bez DPH': 211800, 'cena s DPH': 256278}, {'název': 'zesilovač signálu - repeater', 'množství': 50, 'cena bez DPH': 51975, 'cena s DPH': 62889.75}, {'název': 'Montáž, programování a zaškolení', 'množství': None, 'cena bez DPH': 60000, 'cena s DPH': 72600}]",18884991,Apos Brno
329,"Domov Božice, příspěvková organizace",17540119,45671877,22.12.2021,"143 360,40 CZK","173 466,00 CZK",Dodávka povlečení + prostěradel,"[{'název': 'Elastická prostěradla', 'množství': 140, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Povlečení atlas grádl', 'množství': 50, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Povlečení krep', 'množství': 100, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Povlečení bavlna s potiskem', 'množství': 30, 'cena bez DPH': None, 'cena s dph': None}]",18870295,Apos Brno
330,Domov důchodců Humburky,17529179,61222836,21.12.2021,,"133 919,00 CZK",signalizační panel s příslušenstvím,"[{'název': 'Signalizační panel dle nabídky č. VN 21479', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",18858415,Apos Brno
331,Domov se zvláštním režimem Krásná Lípa,17523007,70872741,22.12.2021,"91 119,83 CZK","110 255,00 CZK","Objednávka (smlouva) ""Pager 64 kanálový, monitoring Epileptic Pro, tlačítko přenosné s detakcí pádu, Čelakovského 40/13, Krásná Lípa, 407 46"".","[{'název': 'Pager 64 kanálový', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'monitoring Epileptic Pro', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'tlačítko přenosné s detakcí pádu', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",18851783,Apos Brno
332,Centrum sociálních služeb Praha 2,17432387,70880841,15.12.2021,,"61 650,00 CZK",Objednávka detektoru pohybu s ovladačem,"[{'název': 'Detektor pohybu s ovladačem', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",18755647,Apos Brno
333,"Domov pro seniory Lukov, příspěvková organizace",17416431,70850941,14.12.2021,,"64 050,00 CZK",Objednávka prostěradel,"[{'název': 'prostěradlo elastické obálkového střihu', 'množství': 150, 'cena bez DPH': None, 'cena s dph': 427}]",18738619,Apos Brno
334,Domov pro seniory Vrchlabí,17398635,194891,13.12.2021,,"397 788,00 CZK",dodávka bezdrátové signalizace,"[{'název': 'Signalizace klient - sestra', 'množství': None, 'cena bez DPH': 328750.5, 'cena s DPH': 397788}]",18719699,Apos Brno
335,Domovy Na Třešňovce,17305043,71193952,24.11.2021,,"81 185,00 CZK",Nákup podložek,"[{'název': 'podložky Chamonix 85x90 se záhyby, MIP 2011/F', 'množství': 100, 'cena bez DPH': None, 'cena s DPH': None}]",18621111,Apos Brno
336,Domov důchodců Náchod,17289403,71193987,29.11.2021,"51 700,00 CZK","62 550,00 CZK",Dodání polohovacích podložek a fixačních body,"[{'název': 'Polohovací podložka SWIFT (kód:VTLLP 12)', 'množství': 50, 'cena bez DPH': 578, 'cena s DPH': 699}, {'název': 'Elastické fixační body s krátkým rukávem, zip na zádech (kód:SU 4.695 001) vel. L', 'množství': None, 'cena bez DPH': 760, 'cena s DPH': 920}, {'název': 'Elastické fixační body s krátkým rukávem, zip na zádech (kód:SU 4.695 001) vel. XL', 'množství': None, 'cena bez DPH': 760, 'cena s DPH': 920}]",18604763,Apos Brno
337,"Domov ve Zboží, příspěvková organizace",17291391,60128097,29.11.2021,"300 000,00 CZK","363 000,00 CZK","Kupní smlouva o prodeji zboží - nákup evakuačních podložek, podložek, ochranné pláště, lůžkoviny, štítky na označování prádla a pytle na prádlo","[{'název': 'evakuační podložky', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'podložky', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'ochranné pláště', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'lůžkoviny', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'štítky na označování prádla', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'pytle na prádlo', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",18606771,Apos Brno
338,Domov se zvláštním režimem Krásná Lípa,17245823,70872741,22.11.2021,"84 170,25 CZK","101 846,00 CZK","Objednávka (smlouva) ""Prošívané přikrývky LUXUS 1900 DA PŘ LUX v počtu 70 kusů a plněný polštář LUXUS COMFORT 90x70xv počtu 70 kusů, Čelakovského 40/13, Krásná Lípa, 407 46"".","[{'název': 'Prošívané přikrývky LUXUS 1900 DA PŘ LUX', 'množství': 70, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'plněný polštář LUXUS COMFORT 90x70', 'množství': 70, 'cena bez DPH': None, 'cena s DPH': None}]",18558931,Apos Brno
339,"Centrum sociální a ošetřovatelské pomoci v Praze 10, příspěvková organizace",17151399,70873241,10.11.2021,,"77 954,00 CZK","Objednávka na nákup 115 inkontinenčních podložek EMERIS pro Domovy seniorů Vršovický zámeček, U Vršovického nádraží a Zvonková a nákup lůžkovin, ručníků a osušek pro Domov seniorů Vršovický zámeček","[{'název': 'SMART elastické napínací prostěradlo meruňkové', 'množství': 20, 'cena bez DPH': 353, 'cena s DPH': None}, {'název': 'ručník 50x90 šeříková bal. 6 ks', 'množství': 5, 'cena bez DPH': 756, 'cena s DPH': None}, {'název': 'osuška 70x125 šeříková bal. 6 ks', 'množství': 5, 'cena bez DPH': 1350, 'cena s DPH': None}, {'název': 'plněný polštář STANDARD 90x70, 1100 g', 'množství': 18, 'cena bez DPH': 286, 'cena s DPH': None}, {'název': 'prošívaná přikrývka LUXUS 1900 g', 'množství': 20, 'cena bez DPH': 631, 'cena s DPH': None}, {'název': 'zásilkové výdaje', 'množství': 1, 'cena bez DPH': 200, 'cena s DPH': None}]",18459479,Apos Brno
